,rmssd,sdnn,sdsd,nn50,pnn50,mrri,mhr,ln(sdnn),stdhr,cvrr
A00801,22.586693652651554,26.807005059912733,22.911350287331285,1.0,2.7777777777777777,797.6851851851851,75.30015958564485,3.2886632361948345,2.528112013810165,3.3605995896350263
A00802,67.38158337244518,92.51126057585279,66.50690397975708,8.0,32.0,1156.6666666666665,52.27524094370756,4.527330373064324,5.271466826272964,7.998091692436842
A00803,68.1696519668053,62.967768504928664,68.92289171736661,3.0,6.382978723404255,614.5390070921986,98.35125984334734,4.142622984441076,7.236212922980239,10.246342018690065
A00804,425.380706567321,306.41059902870956,432.3502496255258,19.0,59.375,901.6666666666667,72.336158036981,5.724926029398396,19.36156738446898,33.9826912046628
A00805,415.6213915827013,247.6891779554461,420.95823922629876,34.0,89.47368421052632,758.5964912280702,88.73888253611612,5.512174645413485,31.294273437458656,32.65097859264669
A00806,427.8318353805375,369.3247066150004,435.1049627736019,26.0,89.65517241379311,1009.7701149425288,68.52782946861161,5.911676220825715,28.747302702013698,36.57512746215713
A00807,151.13970317736903,112.54889851146233,154.01876198697767,3.0,10.714285714285714,1037.142857142857,59.25355973904868,4.723387780645254,13.445595377265683,10.85182217052667
A00808,217.94340228446146,214.58516128532807,220.91426952126582,9.0,26.47058823529412,863.2352941176472,75.58869171198302,5.368706681884791,25.875229925268123,24.858246963206653
A00809,575.0678787187645,454.30115587557674,585.0209461114727,26.0,86.66666666666667,969.6666666666665,74.25848132528084,6.1187603170623115,30.757210134303737,46.85127080188142
A00810,201.3637713717456,145.70756417224896,204.0666842791476,11.0,28.205128205128204,754.5299145299145,82.56293154579559,4.9816016279294,17.7109731547658,19.31103874960708
A00811,501.249419343461,321.6446415588339,508.76111180487027,33.0,94.28571428571428,845.7142857142857,81.6142258437871,5.773447338488751,30.96942000128766,38.03230558972698
A00812,1214.8705921025316,807.0057663228354,1244.7449655410405,18.0,85.71428571428571,1384.6031746031747,58.69258838297425,6.693330813625877,32.70059098149999,58.284263760562446
A00813,288.94136275568286,184.10258195843068,294.7275578111645,22.0,84.61538461538461,579.8717948717948,111.71921469416148,5.215493112901309,27.59998438760609,31.748842345252253
A00814,22.592075850902994,25.375722747629048,22.741491921722677,2.0,4.166666666666666,611.875,98.21928999342917,3.233792919621512,3.947861863788999,4.1472069863336545
A00815,416.54776081145485,277.11404185315513,422.42262370270015,31.0,83.78378378378379,805.4054054054054,84.4444225329285,5.624429124901724,31.936771528212127,34.40677700861322
A00816,786.3445668266411,675.560822015623,828.4267403926136,9.0,81.81818181818183,937.5757575757575,88.87723089248061,6.515543193340417,43.116536643292804,72.05399846966891
A00817,212.12381799604694,195.8472845709277,213.6674059106439,9.0,17.307692307692307,1137.1794871794873,56.230995212446516,5.277335195174914,21.141683978725315,17.222196388424308
A00818,754.6347534477266,555.2002376814771,778.6227156545933,12.0,70.58823529411765,1624.7058823529412,41.95562951703789,6.319328837293146,17.080424969208806,34.172353514066295
A00819,342.9706822585407,223.19185284101022,351.72074914641723,16.0,76.19047619047619,762.3809523809525,85.9072184694918,5.4080317282325785,26.92227358523715,29.275633414498525
A00820,162.42507430167535,135.0417990029537,164.62831973913455,11.0,30.555555555555557,690.462962962963,90.98480252295322,4.905584352759456,21.884506336039742,19.558152463884937
A00821,228.93914325237463,192.3258575755654,231.98587303151737,15.0,44.11764705882353,831.2745098039217,77.76673024512185,5.259191108326688,25.773406576453876,23.136263088462872
A00822,219.63732732747306,134.7450669313375,222.2998155132117,10.0,24.390243902439025,712.6829268292682,87.75432145447635,4.903384600075102,20.79583300461277,18.906734237456668
A00823,370.38437846866606,217.84614856463367,376.4622784196039,28.0,87.5,924.375,69.05819597527899,5.383789073107807,18.609190970689376,23.56685853302325
A00824,300.20419537801087,267.4939077646928,302.276644869679,9.0,26.47058823529412,851.8627450980392,75.30637500832384,5.589096791365285,19.522322569349342,31.401057189548464
A00825,364.05270909581213,242.22784026475279,369.77360057338274,27.0,81.81818181818183,894.1414141414142,73.29655351237447,5.489878771931511,25.253080882611002,27.09055149820439
A00826,282.13825387918297,186.62619753624517,285.7272055429871,23.0,57.49999999999999,726.5833333333334,89.70584950372998,5.229107672643831,28.907592836765243,25.685449827215756
A00827,346.6376460479411,220.0818130275151,351.3523138509956,28.0,73.68421052631578,743.1578947368421,88.27436031942075,5.393999354620896,27.476063502606248,29.614408268574977
A00828,206.06494792361644,159.63391123817064,208.83305432309137,11.0,28.947368421052634,780.4385964912282,81.0530855021921,5.072883138875429,22.396360560817193,20.45438449044785
A00829,345.73475429178836,205.43159983775212,349.95309403072895,26.0,61.904761904761905,707.936507936508,92.19633346365592,5.325113131025407,28.250467102138526,29.0183649995031
A00830,224.74944340823697,171.03077269725452,227.76492309731728,11.0,28.947368421052634,772.9824561403508,81.03407039664539,5.141843497606175,17.850818766110155,22.12608725316275
A00831,33.512146649595174,43.367241369508456,33.72716067980475,8.0,11.940298507462686,876.9651741293532,68.5762718370642,3.7697043489418287,3.2599249193410285,4.9451497789023655
A00832,252.76548496658,186.60308898322458,256.1555497459808,28.0,73.68421052631578,770.0877192982455,83.04262670078623,5.2289838423128,22.6940879797029,24.23140693027407
A00833,229.7030519246361,147.12731292357947,232.70194687288583,15.0,41.66666666666667,826.2037037037038,75.23963994168456,4.991298286262848,16.49709403248771,17.807631733437834
A00834,39.13677609101642,51.34350205061853,39.831474683160614,4.0,14.285714285714285,1056.904761904762,56.90664337758114,3.938538386023077,2.930603768907624,4.85791188584361
A00835,100.99318468176813,99.67965009374934,101.47147781097628,33.0,55.00000000000001,492.77777777777777,125.09682023304818,4.60196154473753,17.777009005858755,20.228113885991974
A00836,245.9029360708285,240.33589076125742,249.26229159128155,23.0,63.888888888888886,785.9259259259258,86.28008555685201,5.482037489730503,34.192387342801304,30.579967250489876
A00837,652.8376288917251,398.30977065680105,662.9302173411415,28.0,82.35294117647058,835.0,85.95764992080692,5.9872300207850415,34.13829349307533,47.70176894093426
A00838,147.27686916307053,102.34430253327699,149.1204840640849,11.0,30.555555555555557,799.2592592592594,76.27682240333601,4.628342644053484,10.322806587773771,12.804894200178305
A00839,30.55050463303893,46.643244515423575,30.983297542892256,2.0,5.405405405405405,794.6846846846846,75.75666590509795,3.8425281047046793,4.472376515534856,5.86940272215397
A00840,558.2099550433196,374.3284796800645,568.20599816171,22.0,78.57142857142857,1010.0000000000001,66.78735761784527,5.925133699859998,21.99656799255202,37.06222571089747
A00841,326.6260367778946,231.42134554207797,331.10967294883153,22.0,59.45945945945946,784.6846846846847,83.58882026195268,5.44424005571734,27.45699676617303,29.49227250880672
A00842,213.84590563244234,187.91586507617305,214.77599330508286,54.0,49.09090909090909,542.8181818181819,119.96807663745562,5.2359943364696475,28.361372111807352,34.61856499477312
A00843,93.30356668185605,54.9834350259097,94.331134073588,8.0,17.02127659574468,623.8297872340426,96.95517780547925,4.007031958521164,9.33804883070891,8.81385213580408
A00844,14.736747170651913,10.679758380096384,15.295077441431735,0.0,0.0,911.9444444444445,65.80172951766083,2.368350209689651,0.7683581310888368,1.1710974769523905
A00845,228.2515398241571,137.25424299191184,232.35938369448994,14.0,50.0,1037.7380952380952,58.89002345848479,4.921834994242672,8.577967311764084,13.22628933270689
A00846,73.59800721939874,74.8699048049525,73.43191841594937,1.0,6.666666666666667,765.7777777777777,79.3986007486984,4.315752004770602,11.481105281740344,9.776975380797628
A00847,71.49203529842406,55.17550220306502,72.07130846788827,4.0,9.75609756097561,720.3252032520325,83.93768294387954,4.010519054105274,8.802666545927826,7.659804481915349
A00848,260.9989082496839,149.9751696891772,265.1307920962081,14.0,43.75,899.4791666666667,68.70751937356674,5.010469744988273,12.764660533890826,16.673556792311533
A00849,245.0260757098676,159.79983756558732,246.8510875035988,27.0,40.909090909090914,890.9595959595958,70.73627570852437,5.073922016845971,19.83915887582532,17.935699698422024
A00850,138.09057117686643,96.0013245272749,139.9441058916968,14.0,35.8974358974359,754.7863247863247,81.17104193258079,4.56436198853177,14.012992348168451,12.71900687316404
A00851,218.44536174608072,150.3767252871807,219.7825719987346,53.0,67.08860759493672,750.295358649789,83.36750766046468,5.013143647460486,17.895245476943234,20.042337134777767
A00852,212.70828572205363,240.38718270846664,216.33959988326237,14.0,45.16129032258064,930.5376344086021,71.56424638899334,5.4822508847191544,28.835593709343314,25.833149979070253
A00853,168.57042789259214,112.09075489909742,170.66119624108765,13.0,30.952380952380953,688.4920634920635,89.70741503075003,4.719308854768979,16.734312919859335,16.280616849897722
A00854,277.4565979440569,174.62162681239482,281.1252339912949,18.0,46.15384615384615,747.1794871794873,85.12740908110854,5.162621500639774,22.623546364821465,23.370773663978714
A00855,265.1699897363767,263.5961866497369,268.9313065060437,18.0,48.64864864864865,803.063063063063,86.08450198604227,5.57441833609631,36.33141972924805,32.82384644168813
A00856,251.42409207169084,155.43533500840672,255.71416034464394,20.0,64.51612903225806,904.3010752688172,68.49452613316046,5.046229793092882,13.251806096527563,17.18844965015675
A00857,469.4529068458643,356.81071857343204,475.4470499353742,31.0,86.11111111111111,794.1666666666667,90.9948002076706,5.877205441099458,37.773320124018504,44.92894672488126
A00858,275.126233653653,162.51812900686576,279.4412467662304,19.0,57.57575757575758,857.6767676767678,72.55817032368282,5.090789558666264,14.534411340557282,18.948645355882356
A00859,19.778466559963665,24.484467409292975,20.12821518476877,0.0,0.0,964.4444444444445,62.25168863448895,3.198038933204128,1.61861745500317,2.538712058567244
A00860,285.56304598104805,213.32137199994278,288.94256536291726,35.0,79.54545454545455,665.8333333333334,99.37714034121727,5.362799817363428,30.67811902797977,32.03825361701268
A00861,18.417316060278615,24.71323688655016,18.593156466080018,0.0,0.0,782.5225225225225,76.7502696978623,3.207339006425476,2.4477232618076337,3.1581502353293436
A00862,602.1830943879665,421.4352638590317,606.923874102038,25.0,38.46153846153847,912.974358974359,73.9819566988237,6.043666180495926,20.040664866927326,46.16069002556377
A00863,101.97851174751251,115.28076670639294,103.78298797646165,5.0,16.666666666666664,990.0,61.87593511360766,4.7473706024879645,11.446755610206784,11.644521889534639
A00864,214.3076708327954,134.69694864345,217.48843202106815,18.0,51.42857142857142,835.3333333333334,74.14954029255462,4.903027430178667,15.520990522430939,16.124933995624502
A00865,484.39241873265365,309.25560524297987,492.95035727194426,26.0,86.66666666666667,940.8888888888887,72.0504038245373,5.734168136388789,28.7371684530522,32.86845119493174
A00866,222.50329446860493,170.45714702618264,225.00423276441882,13.0,35.13513513513514,785.9459459459458,79.56880408680743,5.138483928043274,16.784391742988536,21.688151444184175
A00867,165.5286907902901,143.73622024424117,167.43731274655772,31.0,68.88888888888889,645.5555555555555,98.38677737569004,4.967979815912179,25.569846290508405,22.265507438866962
A00868,54.10038679946614,60.76426825278401,55.263969095543935,2.0,8.0,1182.8,50.873667737300984,4.107001923001987,2.9772263321918673,5.137323998375381
A00869,287.62131943201445,194.12344173561075,291.4571149954319,31.0,79.48717948717949,746.7521367521367,85.16066014190214,5.26849425431808,19.818682804776383,25.995699534241112
A00870,685.134536666583,651.8270049978327,698.2161662514088,22.0,84.61538461538461,1118.3333333333335,71.46314563247819,6.47977919696256,36.9053385102016,58.28557421739189
A00871,219.27771443852365,174.94305284407574,222.10250743637232,12.0,32.432432432432435,781.1711711711712,82.10602436229861,5.164460508645869,25.534997764107214,22.39497043673441
A00872,419.88050868915195,345.4018878896091,426.3261970420642,21.0,65.625,925.2083333333334,77.6424150488653,5.844708631504268,36.995799888472995,37.33233645282873
A00873,266.99112206075176,198.46865362857633,270.0797942055185,31.0,83.78378378378379,796.7567567567567,80.27884533583453,5.29063117142833,21.994529369476197,24.90956643235185
A00874,173.3119644947718,112.25985125604161,177.9696676807008,9.0,47.368421052631575,967.5438596491227,62.90043166607772,4.720816284518,8.232533632113315,11.602559422655254
A00875,425.5413846918653,276.9476356235829,431.0566338225792,35.0,87.5,739.25,91.59851147970713,5.6238284472467255,31.1659541143314,37.46332575226012
A00876,448.5648410950937,287.39128379267174,455.26032373312677,30.0,90.9090909090909,876.6666666666667,76.80841584238462,5.660844645393349,28.607111755036875,32.78227571779525
A00877,378.41257699946044,250.80829183468907,383.5975993684474,20.0,57.14285714285714,834.1904761904763,78.81275289849634,5.524688869754067,26.20312437731774,30.066069919673875
A00878,305.4350542923527,256.0320224389153,307.9769985726721,10.0,29.411764705882355,875.7843137254903,73.11399434846977,5.5453025243087675,19.40856712242429,29.23459788287178
A00879,375.12780116737827,262.1275141147064,379.770683910335,31.0,73.80952380952381,680.0793650793652,100.67264220575206,5.568831080457753,34.80109417166786,38.543665280024506
A00880,405.5632859953775,262.9663420402578,411.0003236043068,28.0,71.7948717948718,748.6324786324786,90.21249010561299,5.572026046954765,31.044877806763576,35.1262267595732
A00881,153.91917070693665,193.13152240438785,155.83811228765353,6.0,19.35483870967742,894.0860215053764,71.96644184145725,5.26337142004942,23.31739426388268,21.601000100550895
A00882,372.6309979595113,204.7022472860087,375.82945045538855,57.0,95.0,979.3888888888889,64.00469849787174,5.321556471043761,13.518046224433776,20.901017931522816
A00883,187.33162374490317,178.5645115373682,189.95159967698487,11.0,31.428571428571427,839.4285714285714,76.65357118711844,5.184949945100061,25.48040385208363,21.272150795806287
A00884,216.71153381601286,286.5831720982838,211.37895024353918,9.0,69.23076923076923,899.2307692307694,71.81236396898193,5.658028798032711,18.128279823038746,31.86981383471077
A00885,324.0600332485502,232.08983680333714,328.0856851527784,36.0,85.71428571428571,696.2698412698412,95.8226108301041,5.447124524313643,30.718844239141863,33.333317493697116
A00886,492.0675524666062,298.28338974815085,499.25116660615794,27.0,75.0,818.5185185185186,82.695841033684,5.698044006926935,28.62499253198966,36.44186209592793
A00887,316.80242703896346,230.08235714095534,319.99575535733595,25.0,49.01960784313725,1164.7712418300653,53.45293737566865,5.438437319355705,11.986373029130334,19.753437316966597
A00888,314.81629095736804,209.86763996351337,318.06562332440257,34.0,68.0,583.4666666666667,113.10409154899608,5.346477046115785,30.168019869959227,35.96908820215609
A00889,384.400314168143,313.9986618481057,390.65608715927135,22.0,73.33333333333333,958.5555555555558,71.54401333255804,5.749388724268936,29.532799535138853,32.75748182024981
A00890,256.9892153187045,164.6914843704877,259.89206081990386,33.0,71.73913043478261,645.2173913043479,99.81741605608212,5.1040739319640105,28.352611910376133,25.52496051564162
A00891,98.49327858247955,94.09465342836332,99.88684073681053,2.0,5.405405405405405,796.2162162162161,77.20558912324425,4.544301227000121,16.188652332435726,11.817726330106732
A00892,307.5037981205856,201.69722836908772,309.5191308337699,43.0,55.12820512820513,761.3247863247864,84.53384832615028,5.306767703512692,23.698723600119678,26.49292811583863
A00893,174.3998718901918,131.301403189502,176.5646956739231,15.0,39.473684210526315,768.5087719298245,80.80681986335938,4.877495468148082,16.967546696029842,17.085218540809528
A00894,241.68620610664195,252.42580668146402,247.05200132365786,7.0,63.63636363636363,836.3636363636364,78.17650462218616,5.53111737061258,23.936582084016557,30.18134645104461
A00895,58.1387732848254,82.80788005528376,58.70850699904755,9.0,23.076923076923077,732.4786324786326,82.84043361291918,4.416523226612664,8.488535199643513,11.305159820849706
A00896,340.50577975492814,236.2469851828523,344.5320028271226,31.0,70.45454545454545,748.1818181818181,89.15631836416308,5.4648778051616445,30.180834970966156,31.57614625773239
A00897,375.1452393637482,244.69943020873143,379.3800289277314,16.0,43.24324324324324,794.4144144144145,80.92804087188901,5.500030641916006,20.53032011090131,30.802491214752987
A00898,273.60940821197704,217.8631657126991,277.03415534347135,17.0,42.5,728.5,91.8018727324595,5.383867185498414,33.141469306985655,29.905719384035567
A00899,380.26105169074333,274.17462580756205,383.5744439302912,57.0,96.61016949152543,1004.7457627118642,66.14701668932993,5.613765223851185,25.7699201875698,27.28796039582686
A00900,492.4135569936221,305.19971934270956,518.3978166392064,9.0,81.81818181818183,880.9090909090909,76.52129015981617,5.720966379825048,29.328110347465817,34.64599497182462
A00901,315.02629062668444,248.88732402191346,320.10775923824946,23.0,82.14285714285714,857.2619047619048,76.6361458490888,5.517000280081145,24.7252463806591,29.032822132815898
A00902,295.1716234038642,200.60825045592523,298.8362704411319,27.0,64.28571428571429,692.8571428571429,92.3773543532186,5.301354003575013,21.22151152373336,28.953768107040755
A00903,85.46830358603356,95.23162288220959,87.17772698668381,10.0,41.66666666666667,1189.861111111111,50.75345622223576,4.556312059772493,4.281950286218994,8.003591511052983
A00904,168.0913467573535,194.9015906467416,169.2530094166163,10.0,71.42857142857143,954.047619047619,66.62099574247148,5.272494767828296,20.039265096178646,20.42891641418305
A00905,286.55368759277184,226.2776579409579,290.54981846860306,25.0,69.44444444444444,828.2407407407408,80.26411069775047,5.421762820151627,30.50103775896628,27.320276196337005
A00906,138.75472447170364,100.24500799231053,139.88183876505772,7.0,11.864406779661017,499.03954802259886,123.15876346505645,4.607617269358912,15.04080125135571,20.087587925550736
A00907,70.8406013850652,86.29071449624963,71.45592193790496,7.0,11.864406779661017,923.050847457627,65.91141231484406,4.457721996660343,10.244304608149514,9.348424816890798
A00908,237.65903766071716,173.86195615481785,240.40643684045702,31.0,68.88888888888889,648.0000000000001,98.96349157956956,5.158261628909479,25.19442348105304,26.83054878932374
A00909,31.146521797880105,35.881900264346854,31.50103391060505,3.0,6.976744186046512,680.2325581395348,88.43340962680338,3.5802329974477876,4.443028240725943,5.274946021767231
A00910,156.85051269706878,116.45823733755824,159.25777103302872,15.0,45.45454545454545,894.1414141414142,68.41711344305654,4.757532730948033,10.650796906450562,13.024588224602649
A00911,32.79964928873557,39.830874951973826,33.17609975224998,4.0,11.428571428571429,838.4761904761904,71.72244315199221,3.684642364112053,3.5653108442673105,4.750388312082294
A00912,480.7688947495773,330.1662640318691,487.7877804614493,29.0,80.55555555555556,811.3888888888888,84.58141269154198,5.799596357980209,29.718974001484117,40.69149436887124
A00913,402.59804418946845,287.0404307332718,407.9589148314769,28.0,75.67567567567568,783.6036036036037,87.97449543405116,5.659623079472956,33.15740708311826,36.630820661523536
A00914,244.780768282708,228.86314626656116,248.1920394593924,7.0,23.333333333333332,954.8888888888889,68.86163436970863,5.433124210354983,26.258561937897582,23.96751589945369
A00915,315.9922643216304,214.89727803860404,320.01709356054744,37.0,90.2439024390244,705.9349593495936,93.53787222652778,5.370160137391441,30.228677091352267,30.441512379072087
A00916,383.7192351041174,294.31011792464847,386.7496397417689,60.0,92.3076923076923,910.3589743589744,75.9315404433648,5.684634034276896,33.42202975058599,32.32901813615731
A00917,131.04407281372113,129.8981142076225,132.72618746792304,6.0,17.142857142857142,843.2380952380953,73.9721150121158,4.866750406308841,19.053177262483548,15.40467810232704
A00918,75.88368291888142,94.50710339753617,77.21605299793374,11.0,44.0,1134.9333333333334,53.25989302155046,4.5486749999026035,4.961001662048938,8.327106149923887
A00919,233.86346200945772,175.09456548928276,235.1846205549037,63.0,72.41379310344827,678.3141762452108,93.88659805750245,5.165326202198411,22.456961229790195,25.813195657875504
A00920,351.2234063056603,255.07772632012868,355.19800220478703,27.0,61.36363636363637,664.5454545454545,101.10714285501786,5.541568307812114,29.57574111118482,38.38378918633947
A00921,616.7394274468929,403.64971092902954,641.7609543335607,11.0,78.57142857142857,1009.5238095238095,66.82165158228445,6.000547449698144,20.985399536908428,39.98416947881896
A00922,31.274239848125454,50.59102145095958,31.317945181680283,1.0,1.3333333333333335,793.4222222222221,75.95601301869796,3.9237741188681414,5.405611035480584,6.376305078683569
A00923,394.9483088540406,271.4778884226836,399.9269074956464,38.0,92.6829268292683,714.390243902439,94.66188674302722,5.603880693783663,30.3665781341391,38.00134320699907
A00924,290.9801444161516,188.22210522206885,295.0365863780072,16.0,43.24324324324324,784.2342342342341,81.21165854837315,5.237622676269106,21.8401757862694,24.00075092435341
A00925,374.11088011080875,250.1196577170812,379.3920110650258,32.0,86.48648648648648,800.1801801801801,81.82826481622482,5.521939434223354,23.885713714798513,31.257917143206505
A00926,344.2867022313428,263.9139713507295,349.2393731105354,20.0,58.82352941176471,828.0392156862745,78.5292692143088,5.5756231839447015,20.955262670889773,31.872158510270438
A00927,74.56178283450215,78.42737714002689,75.56593286799423,9.0,23.684210526315788,760.4385964912279,79.76047576408284,4.362173064615484,8.922380346375387,10.313439836155343
A00928,253.18208781555472,177.76051423151614,256.2521823720612,20.0,51.28205128205128,759.8290598290599,83.01246315437048,5.180437218728698,19.444731761613795,23.394803335306396
A00929,209.66158398233043,187.77591531475588,211.4946365618422,23.0,41.07142857142857,1045.0595238095239,60.65753936114579,5.235249312089583,19.55624297997893,17.96796364577034
A00930,130.23139043165992,139.48698729148865,132.38299312892497,15.0,46.875,918.2291666666666,67.55882782917112,4.937971315845874,15.548010334337357,15.19086872374692
A00931,1600.3651544103866,1252.4789652766315,1646.6915732021287,17.0,94.44444444444444,1624.8148148148148,62.485852806714746,7.132880038627682,42.92321823089436,77.08441318091874
A00932,34.18102034280845,30.558594797207984,34.31737955734003,3.0,2.3622047244094486,467.9002624671916,128.58851011656895,3.4196459814743716,5.532231978428478,6.531006124270062
A00933,313.5841580095994,254.7639426235504,317.04114648863435,34.0,72.3404255319149,618.014184397163,110.01494402088069,5.540337401217732,33.5889072986681,41.22299278163945
A00934,417.54771048944747,326.9701286365103,424.50809474864263,22.0,78.57142857142857,1043.3333333333333,65.59020434227317,5.78986881698917,28.39433617095657,31.338989965160735
A00935,292.1183316023143,215.30898354181008,294.95963399751906,30.0,56.60377358490566,554.9685534591196,119.3474404332556,5.372074129193322,30.865173843842875,38.79660968171781
A00936,277.9746727656802,233.27171356038787,281.35085966291683,18.0,42.857142857142854,686.825396825397,98.91018005249676,5.452203926757584,35.27574002852329,33.96375769425568
A00937,158.10509865979097,142.73243856813997,162.96329966295187,10.0,58.82352941176471,1020.5882352941177,59.990697652116694,4.960971818678519,9.318031292600383,13.985310983621781
A00938,380.15121008453417,320.5131581489527,386.73036109782606,15.0,50.0,949.1111111111112,73.42576203380806,5.769923330584923,32.6085657880965,33.769824670341535
A00939,200.1154180855527,118.25683969513194,203.2279550222089,17.0,51.515151515151516,872.020202020202,70.3444929846342,4.77285886667295,12.06775006792208,13.561250005580982
A00940,278.1901412519047,169.35492650375167,280.0106663441584,41.0,52.56410256410257,763.7179487179486,82.2969194522983,5.1319966695034935,18.470122510873686,22.175061721156005
A00941,4669.627037212573,3113.2968795663323,5002.314316245884,6.0,85.71428571428571,3745.714285714286,25.815567502407767,8.043437533567491,15.120823244575005,83.11624011046653
A00942,121.19135975395422,96.14690614312157,122.89149370068662,13.0,35.13513513513514,792.4324324324324,77.32711807061283,4.5658772941184536,14.24481446423341,12.133136177679054
A00943,14.506817748701115,21.046190913920075,14.578349280770722,0.0,0.0,865.0980392156863,69.39758449700612,3.04671958954613,1.724072782942702,2.4328099197867723
A00944,751.510515931451,447.8522211096669,763.415265359236,32.0,96.96969696969697,897.1717171717172,87.64674739702703,6.104463314403529,45.89514089876904,49.91822775259742
A00945,230.9445981342872,155.74392938397636,232.48429828474215,24.0,31.57894736842105,782.9824561403508,79.5812308585544,5.048213180240064,16.488726035291425,19.891113544446906
A00946,362.00193402653065,275.6533572806728,363.96390432393076,79.0,84.04255319148936,629.3617021276596,108.7625939603802,5.619144124466957,33.25310422244436,43.79887691748351
A00947,82.56228657996127,50.36580600728231,83.58595854642489,3.0,7.142857142857142,691.7460317460317,87.19284485561468,3.9193124925879927,6.645078798319261,7.2809678257429695
A00948,353.5806007014694,270.4270292794796,357.9729895489497,35.0,83.33333333333334,694.2857142857143,97.3206825818738,5.600002299526211,30.930026181006745,38.95039516371105
A00949,37.17020220047143,32.75036276860381,37.88804921745475,3.0,11.11111111111111,1050.2469135802469,57.1829143346664,3.4889140389238453,1.7824597553054848,3.118348870644068
A00950,297.4808413133684,178.73620736566247,301.1759922699404,34.0,80.95238095238095,667.3809523809524,97.00298529242438,5.185911017006309,27.958934500747375,26.781736387291556
A00951,321.36637049638773,207.3920401879815,326.54642655789394,26.0,81.25,901.7708333333334,69.80151839118524,5.334610916023164,15.078548453453456,22.998308719009152
A00952,383.3482071866469,284.1361176150145,388.2368362210027,34.0,87.17948717948718,746.6666666666667,93.30320629184132,5.64945341071651,36.046958961731036,38.05394432343944
A00953,239.64943532554355,158.30102009451164,247.93005499396838,7.0,43.75,781.4583333333333,80.04999986740391,5.064498410925026,18.254740590254126,20.257128671118526
A00954,315.88567660430675,194.61194599461135,328.7052646325443,11.0,78.57142857142857,705.9523809523811,92.21683446167228,5.271007555301542,29.067711263072702,27.567290832288954
A00955,338.3548240059606,236.344989894785,343.1956498991861,26.0,74.28571428571429,832.0000000000001,78.87202030169603,5.465292559192631,25.640625605612392,28.40684974696935
A00956,411.79431929484986,316.3829493513769,416.4859826352219,33.0,84.61538461538461,741.6239316239315,94.83094768356209,5.756953344907199,36.16448701487027,42.660833322704974
A00957,407.9276896706082,329.27739724439544,413.0772228322351,35.0,85.36585365853658,726.5853658536586,98.3842827286383,5.796900548230321,37.924062563045794,45.318473605304504
A00958,376.473237781163,263.51217367439244,379.4935660486959,55.0,85.9375,924.6354166666667,70.1095422498064,5.574099566817052,20.575544378685418,28.499035287266004
A00959,501.12835644137084,345.83226556856897,505.13320530372505,50.0,78.125,933.5416666666666,74.60060918740217,5.845953875919406,31.234721083947,37.04518801002301
A00960,98.31749572853231,81.55360381434988,99.83930691559918,11.0,32.35294117647059,854.4117647058823,70.81084896031449,4.401260519560258,6.43058533977141,9.545000102195857
A00961,186.47063118972991,137.4780596442582,189.11384830056105,2.0,5.405405405405405,778.7387387387388,78.45075170432456,4.923464338151005,8.58386972743605,17.65393870952413
A00962,26.506611869743725,27.724920158470034,26.46858283463868,1.0,2.083333333333333,612.4305555555555,98.24856414206688,3.322331653465649,6.284676712167802,4.527030845696434
A00963,369.2589342098944,244.53847495312277,374.43067894248907,20.0,54.054054054054056,799.90990990991,82.21566117481393,5.499372658306325,26.4989663422525,30.570752021395002
A00964,327.2129785527055,214.88214454291085,331.379358443279,38.0,92.6829268292683,693.6585365853659,94.16272057126356,5.370089712913654,26.976918029634138,30.978086941840168
A00965,164.64795965114158,158.7268961483662,166.83491507741684,11.0,29.72972972972973,792.4324324324324,80.35313900998605,5.067185091108115,24.117509790184062,20.0303381906192
A00966,1146.7778531365368,783.0164843825542,1170.8264062977955,17.0,80.95238095238095,1382.2222222222222,55.83583983432432,6.663153748620477,26.718239993967224,56.64910256786968
A00967,977.2526312648178,649.870382484245,987.8473807552747,41.0,87.2340425531915,1257.021276595745,58.157182262823774,6.476772931441854,27.175434156024394,51.699234896343114
A00968,247.0664650138313,176.88079664003678,248.6055554934809,59.0,71.95121951219512,709.8780487804878,90.15744816356822,5.17547604038367,23.855370261005188,24.917068071607996
A00969,381.40778102293166,266.29010527630805,386.97142087034024,29.0,82.85714285714286,843.5238095238095,78.9022183227975,5.584586335825811,26.784038038091808,31.568771654072876
A00970,341.60472896269044,272.6116728663807,346.5784001392153,29.0,82.85714285714286,834.6666666666665,80.0970226581356,5.60804833883862,27.2568257833692,32.661142915301205
A00971,356.47759575641817,301.7826494421879,361.3947142292014,30.0,78.94736842105263,765.9649122807016,92.32720425521909,5.709707054429921,37.895353605474185,39.399017448934295
A00972,182.11847649237964,136.24213234661704,183.06165265371644,66.0,69.47368421052632,628.8070175438597,99.7527431147978,4.914433687631078,20.665862900764164,21.666763974547095
A00973,223.61142006494782,146.24215825576334,225.90947943857776,26.0,59.09090909090909,646.439393939394,97.12234514008834,4.985263865910417,20.41504410227562,22.622717555092887
A00974,134.31188532547128,88.13269616912217,136.1452100049169,16.0,44.44444444444444,822.4074074074074,73.75528319229959,4.47884358973475,7.798552018868653,10.716427816105826
A00975,606.0940521074266,368.82141988512797,614.2131744053418,35.0,89.74358974358975,730.0,103.3018224646949,5.910312569944693,44.42135829360033,50.52348217604493
